CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 016.001 0 0.0187330245972 0.0194634331597 0.0213959217072 0.0187330245972 0.0192790031433 0.0213959217072 0.0213959217072 1.0
2 016.001 0 0.0177090167999 0.0309176295996 0.143866062164 0.0182640552521 0.0196471214294 0.0673670768738 0.143866062164 1.0
3 016.001 0 0.0178959369659 0.0394142071406 0.200198888779 0.018651008606 0.0197148323059 0.106062173843 0.121631860733 1.0
4 016.001 0 0.0170619487762 0.0310457214232 0.101082086563 0.017706155777 0.0194909572601 0.0696339607239 0.0935809612274 1.0
5 016.001 0 0.0177211761475 0.0485952151449 0.476060152054 0.0184330940247 0.0201199054718 0.0795669555664 0.164883852005 1.0
7 016.001 0 0.0168130397797 0.0644341585587 0.326738119125 0.0180311203003 0.0515608787537 0.115962982178 0.192356824875 1.0
10 016.001 0 0.0172648429871 0.117353580616 0.654367923737 0.0199980735779 0.0777359008789 0.261627912521 0.472997903824 1.0
15 016.001 0 0.0225651264191 0.296087972323 2.65403699875 0.0334751605988 0.214329957962 0.510032176971 0.736008167267 0.983333333333
20 016.001 0 0.0273280143738 0.69917469422 2.09774494171 0.189069032669 0.643195867538 1.29662394524 1.70092701912 0.966666666667
25 016.001 0 0.213449001312 1.03347325325 2.72632193565 0.480077028275 0.734599113464 1.96333193779 2.18011498451 0.88
30 016.001 0 0.168606042862 1.6236238122 5.62174415588 0.571651935577 1.19842100143 3.40379595757 5.51894402504 0.816666666667
35 016.001 0 0.080530166626 2.06081351409 3.7571451664 1.3275949955 1.97992801666 3.03184390068 3.64047694206 0.605769230769
40 016.001 0 0.219798088074 2.50116322041 6.075715065 1.52285504341 2.25212407112 4.64270997047 5.12432098389 0.5375
50 016.001 0 1.64465498924 3.15610582829 7.69154882431 2.02099704742 2.73706388474 5.07400083542 5.74307894707 0.48
70 016.001 0 2.4873418808 4.59619639434 7.58354711533 3.14576292038 4.39962697029 5.9110929966 7.46473622322 0.450980392157
